Genus,Species,Capellini_BMR..mlO2.hour.,Capellini_Body.mass.for.BMR..gr.,Capellini_Reference.for.BMR,Capellini_FMR..kJ.day.,Capellini_Body.mass.for.FMR..gr.,Smith_Log.mass,Smith_Combined.mass,Ernest_mass.g.,Ernest_gestation.mo.,Ernest_newborn.g.,Ernest_weaning.mo.,Ernest_wean.mass.g.,Ernest_AFR.mo.,Ernest_max..life.mo.,Ernest_litter.size,Ernest_litters.year,Common.name,AnAge_Female.maturity..days.,AnAge_Male.maturity..days.,AnAge_Gestation.Incubation..days.,AnAge_Weaning..days.,AnAge_Litter.Clutch.size,AnAge_Litters.Clutches.per.year,AnAge_Inter.litter.Interbirth.interval,AnAge_Birth.weight..g.,AnAge_Weaning.weight..g.,AnAge_Adult.weight..g.,AnAge_Growth.rate..1.days.,AnAge_Maximum.longevity..yrs.,AnAge_Source,AnAge_Specimen.origin,AnAge_Sample.size,AnAge_Data.quality,AnAge_IMR..per.yr.,AnAge_MRDT..yrs.,AnAge_Metabolic.rate..W.,AnAge_Body.mass..g.,AnAge_Temperature..K.,AnAge_References,MamDiet_Animal,MamDiet_Vertebrate,MamDiet_Mammal,MamDiet_Bird,MamDiet_Herptile,MamDiet_Fish,MamDiet_Invertebrate,MamDiet_Plant,MamDiet_Seed,MamDiet_Fruit,MamDiet_Nectar,MamDiet_Root,MamDiet_Leaf,MamDiet_Woody,MamDiet_Herbaceous,MamDiet_Other,MamDiet_TaxonomicNote,MamDiet_FillCode,MamDiet_TrophicLevel,MamDiet_MammalEater,MamDiet_Insectivore,MamDiet_Frugivore,MamDiet_Granivore,MamDiet_Folivore,Sieg_Tb,Sieg_Mass.Mean,Sieg_Mass.SD,Sieg_BMR.Mean,Sieg_BMR.SD,Pacifici_AdultBodyMass_g,Pacifici_Max_longevity_d,Pacifici_Rspan_d,Pacifici_AFR_d,Pacifici_Data_AFR,Pacifici_Calculated_GL_d,Pacifici_GenerationLength_d,Pineda_Seeds,Pineda_Invertebrate,Pineda_Fungi,Pineda_Vertebrate,Pineda_Flowers.Gum,Pineda_Roots.Tubers,Pineda_Green.Plants,Pineda_Fruit,Pineda_Main_food,Pineda_Body_mass_g
Sylvilagus,floridanus,NA,NA,NA,NA,NA,3.07,1172.8,1269,0.9,34.33,0.8,118.5,4.06,108,5.13,3.89,Eastern cottontail,123,NA,30,24,5,3.9,30,40,118.5,1150,0.0243,9.8,"Steven Austad, pers. comm.",captivity,small,acceptable,NA,NA,NA,NA,NA,"1,434,455,610,671,670,000,000,000",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,1207.19,3431,3353.45,134.55,calculated,1107.0505,1107.0505,0,0,0,0,0,0,100,0,Herbivore,1172.79
Oryzomys,couesi,NA,NA,NA,NA,NA,1.84,69.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,,0,Omnivore,0,1,0,1,1,NA,NA,NA,NA,NA,69.29,NA,NA,NA,no information,NA,318.75155,20,20,0,0,0,0,40,20,Generalist,69.3
Neovison,vison,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,American mink,334,371,42,49,4.5,1,365,8.5,110,925,0.0266,11.4,671,captivity,small,acceptable,NA,NA,2.722,660,312.15,"36,343,344,420,434,400,000,000,000,000,000,000",1,1,1,2,1,1,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,1,1,0,0,0,39,918,252.4,734.9,113.4,1100,4161,3785,376,calculated,1473.65,1473.65,0,10,0,90,0,0,0,0,Carnivore,1150
Cratogeomys,castanops,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yellow-faced pocket gopher,310,NA,NA,NA,2,4,NA,6.07,100,270,NA,NA,,unknown,small,low,NA,NA,NA,NA,NA,"1,434,455,538,610,680",0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,266.83,1715.5,NA,NA,no information,NA,781.5326333,0,0,0,0,0,0,100,0,Herbivore,266.83
Lemmus,trimucronatus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,38.9,64,26,157.8,46.2,69.82,NA,NA,NA,no information,NA,308.1925,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Myodes,californicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,,1,Omnivore,0,1,0,1,1,37.5,18.3,1.6,61.1,5.9,18.3,NA,NA,NA,no information,NA,433.3599222,30,20,0,0,0,0,50,0,Generalist,18.3
Myodes,gapperi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,1,0,0,1,,0,Omnivore,0,0,0,1,1,37.9,22.8,2.9,56.9,8.9,19.83,608.3333334,531.9433334,112.39,calculated,266.6535667,266.6535667,30,20,0,0,0,0,50,0,Generalist,19.83
Myodes,rutilus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,0,0,0,1,0,1,1,,0,Herbivore,0,0,0,1,1,NA,28,NA,116.2,9,19.94,NA,NA,NA,no information,NA,433.3599222,30,20,0,0,0,0,50,0,Generalist,19.94
Neotoma,leucodon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,0,0,NA,NA,NA,NA,NA,215,NA,NA,NA,no information,NA,857.0894875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma,macrotis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,0,0,1,1,0,0,1,,1,Herbivore,0,0,0,1,1,36.6,186.7,33.4,153.1,22.4,225.74,NA,NA,NA,no information,NA,857.0894875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Neotoma,magister,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,,0,Herbivore,0,0,1,1,1,NA,NA,NA,NA,NA,447,NA,NA,NA,no information,NA,857.0894875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus,fraterculus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,,0,Omnivore,0,1,1,1,0,NA,NA,NA,NA,NA,16,NA,NA,NA,no information,NA,635.2804944,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peromyscus,keeni,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,,0,Omnivore,0,1,1,1,0,36.2,26.5,3.6,45.1,NA,28.25,NA,NA,NA,no information,NA,635.2804944,20,50,0,10,0,0,0,20,Generalist,28.25
Geomys,attwateri,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,144.06,NA,NA,NA,no information,NA,1126.8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geomys,breviceps,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,136.47,NA,NA,NA,no information,NA,1126.8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geomys,knoxjonesi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,172.49,NA,NA,NA,no information,NA,1126.8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geomys,texensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,1,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,203.751,NA,NA,NA,no information,NA,1126.8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetodipus,eremicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,0,0,0,0,0,0,3,,0,Herbivore,0,0,0,1,0,NA,NA,NA,NA,NA,4.04825602,NA,NA,NA,no information,NA,987.63075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chaetodipus,rudinoris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Not recorded,0,Herbivore,0,0,0,1,0,NA,NA,NA,NA,NA,4.04825602,NA,NA,NA,no information,NA,987.63075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dipodomys,simulans,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,,0,Herbivore,0,0,0,1,0,NA,NA,NA,NA,NA,57.7,NA,NA,NA,no information,NA,824.7267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Perognathus,alticolus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,Omnivore,0,0,0,1,0,NA,NA,NA,NA,NA,23.99,NA,NA,NA,no information,NA,791.6752,80,10,0,0,0,0,10,0,Granivore,23.99
Sylvilagus,obscurus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,Herbivore,0,0,0,0,1,NA,NA,NA,NA,NA,900,NA,NA,NA,no information,NA,969.8600667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spilogale,gracilis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,Familiy: Mustilidae in the book,0,Omnivore,1,1,1,0,0,NA,NA,NA,NA,NA,466.5,3703.533335,3399.533335,304,calculated,1289.864667,1289.864667,0,30,0,40,0,0,30,0,Generalist,466.5
Notiosorex,cockrumi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,2.1,Carnivore,0,1,0,0,0,NA,NA,NA,NA,NA,5.035,NA,NA,NA,no information,NA,426.9101194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex,bairdi,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,NA,NA,NA,NA,NA,8.33,NA,NA,NA,no information,NA,422.8845979,0,70,0,30,0,0,0,0,Insectivore,8.33
Sorex,neomexicanus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,NA,NA,NA,NA,NA,7,NA,NA,NA,no information,NA,422.8845979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sorex,yukonicus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,NA,NA,NA,NA,NA,7.325418324,NA,NA,NA,no information,NA,422.8845979,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
