Genus,Species,Capellini_BMR..mlO2.hour.,Capellini_Body.mass.for.BMR..gr.,Capellini_Reference.for.BMR,Capellini_FMR..kJ.day.,Capellini_Body.mass.for.FMR..gr.,Smith_Log.mass,Smith_Combined.mass,Ernest_mass.g.,Ernest_gestation.mo.,Ernest_newborn.g.,Ernest_weaning.mo.,Ernest_wean.mass.g.,Ernest_AFR.mo.,Ernest_max..life.mo.,Ernest_litter.size,Ernest_litters.year,Common.name,AnAge_Female.maturity..days.,AnAge_Male.maturity..days.,AnAge_Gestation.Incubation..days.,AnAge_Weaning..days.,AnAge_Litter.Clutch.size,AnAge_Litters.Clutches.per.year,AnAge_Inter.litter.Interbirth.interval,AnAge_Birth.weight..g.,AnAge_Weaning.weight..g.,AnAge_Adult.weight..g.,AnAge_Growth.rate..1.days.,AnAge_Maximum.longevity..yrs.,AnAge_Source,AnAge_Specimen.origin,AnAge_Sample.size,AnAge_Data.quality,AnAge_IMR..per.yr.,AnAge_MRDT..yrs.,AnAge_Metabolic.rate..W.,AnAge_Body.mass..g.,AnAge_Temperature..K.,AnAge_References,MamDiet_Animal,MamDiet_Vertebrate,MamDiet_Mammal,MamDiet_Bird,MamDiet_Herptile,MamDiet_Fish,MamDiet_Invertebrate,MamDiet_Plant,MamDiet_Seed,MamDiet_Fruit,MamDiet_Nectar,MamDiet_Root,MamDiet_Leaf,MamDiet_Woody,MamDiet_Herbaceous,MamDiet_Other,MamDiet_TaxonomicNote,MamDiet_FillCode,MamDiet_TrophicLevel,MamDiet_MammalEater,MamDiet_Insectivore,MamDiet_Frugivore,MamDiet_Granivore,MamDiet_Folivore,Sieg_Tb,Sieg_Mass.Mean,Sieg_Mass.SD,Sieg_BMR.Mean,Sieg_BMR.SD,Pacifici_AdultBodyMass_g,Pacifici_Max_longevity_d,Pacifici_Rspan_d,Pacifici_AFR_d,Pacifici_Data_AFR,Pacifici_Calculated_GL_d,Pacifici_GenerationLength_d,Pineda_Seeds,Pineda_Invertebrate,Pineda_Fungi,Pineda_Vertebrate,Pineda_Flowers.Gum,Pineda_Roots.Tubers,Pineda_Green.Plants,Pineda_Fruit,Pineda_Main_food,Pineda_Body_mass_g
Martes,americana,594.9,900,White et al06BiolLett,NA,NA,3.1,1250,606.67,0.93,32.67,1.5,414,17.67,204,2.73,1,American marten,365,365,28,46,3,1,365,30,392,884,NA,17.8,671,captivity,tiny,acceptable,NA,NA,3.579,966.5,311.15,"36,420,434,441,455,500,000,000,000",1,1,1,2,0,0,2,2,0,2,0,0,0,0,0,0,,0,Omnivore,1,0,0,0,0,38,900,185.5,594.9,72.9,873.69,6789,6424,365,PanTHERIA,2227.96,2227.96,0,10,0,70,0,0,0,20,Carnivore,1250
Mustela,erminea,165,75,White et al06BiolLett,NA,NA,2.23,168.8,110.33,1.43,2.3,1.49,26.57,3.12,84,6.77,1,Ermine,95,365,43,45,6.77,1,365,2.3,26.6,110.3,NA,12.5,671,captivity,small,acceptable,NA,NA,1.276,125.5,312.75,"36,420,434,455,538,600,000,000,000",1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,,0,Carnivore,1,0,0,0,0,39.6,207.5,22,329.8,38.1,284.5,3248.804167,3210.389167,147.765,calculated,1078.777858,1078.777858,0,10,0,90,0,0,0,0,Carnivore,119.38
Mustela,erminea,165,75,White et al06BiolLett,NA,NA,1.85,70,110.33,1.43,2.3,1.49,26.57,3.12,84,6.77,1,Ermine,95,365,43,45,6.77,1,365,2.3,26.6,110.3,NA,12.5,671,captivity,small,acceptable,NA,NA,1.276,125.5,312.75,"36,420,434,455,538,600,000,000,000",1,1,1,2,2,0,2,0,0,0,0,0,0,0,0,0,,0,Carnivore,1,0,0,0,0,39.6,207.5,22,329.8,38.1,284.5,3248.804167,3210.389167,147.765,calculated,1078.777858,1078.777858,0,10,0,90,0,0,0,0,Carnivore,119.38
Mustela,frenata,240.58,225,White et al06BiolLett,NA,NA,2.17,147,150.6,0.82,3.1,1.22,34.6,5.33,NA,6.22,1,Long-tailed weasel,162,365,25,37,6.2,1,365,3.1,34.6,150.6,NA,8.8,671,captivity,tiny,acceptable,NA,NA,1.344,225,312.15,"36,420,434,455,538,600,000,000,000",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Carnivore,1,0,0,0,0,39,225,19.5,229,33.3,190.03,2798.941667,2623.001667,225.44,calculated,986.1104833,986.1104833,0,0,0,100,0,0,0,0,Carnivore,147
Mustela,frenata,240.58,225,White et al06BiolLett,NA,NA,2.17,147,150.6,0.82,3.1,1.22,34.6,5.33,NA,6.22,1,Long-tailed weasel,162,365,25,37,6.2,1,365,3.1,34.6,150.6,NA,8.8,671,captivity,tiny,acceptable,NA,NA,1.344,225,312.15,"36,420,434,455,538,600,000,000,000",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,Carnivore,1,0,0,0,0,39,225,19.5,229,33.3,190.03,2798.941667,2623.001667,225.44,calculated,986.1104833,986.1104833,0,0,0,100,0,0,0,0,Carnivore,147
Spilogale,putorius,299.52,624,White et al06BiolLett,NA,NA,2.53,341,511.5,2.19,13.8,1.64,160,7.5,118,4.73,1.5,Spotted skunk,152,152,31,50,5,1.5,243,9.5,160,600,0.0311,10.5,671,captivity,small,acceptable,NA,NA,1.674,624,309.55,"36,420,434,441,455,600,000,000,000",1,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0,Familiy: Mustilidae in the book,0,Carnivore,0,1,0,0,0,36.4,624,104.6,299.5,30.6,566.49,3710.833333,3545.868333,228.955,calculated,1257.256817,1257.256817,0,30,0,40,0,0,30,0,Generalist,341
Lepus,alleni,1650,3000,White&Seymour03PNAS,NA,NA,3.57,3685,3759.67,1.5,118.1,1.75,3000,24,NA,2.21,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,37.9,3312.3,395,1644,153.9,3930,NA,NA,NA,no information,NA,1047.27668,0,0,0,0,0,0,100,0,Herbivore,3685.02
Lepus,americanus,1518,1581,White&Seymour03PNAS,NA,NA,3.23,1710,1489.25,1.22,61.03,0.66,362,10.12,NA,3.28,2.6,Snowshoe rabbit,308,411,36,20,3,2.6,39,61.03,362,1600,0.0376,NA,,unknown,tiny,low,NA,NA,6.708,1603.4,312.95,"36,420,434,455,610,600,000,000",3,3,3,0,0,0,0,1,0,0,0,0,1,2,1,0,,1,Herbivore,0,0,0,0,1,39.8,1567.3,164.6,1443.3,244.8,1568.42,2920,2555,365,PanTHERIA,1105.95,1105.95,0,0,0,0,0,0,100,0,Herbivore,1710.02
Lepus,californicus,1311,2300,White&Seymour03PNAS,1300,1800,3.38,2422.5,2317,1.43,84.34,1.34,1300,8,81,2.93,3.73,Black-tailed jack rabbit,243,NA,44,41,1,3.7,NA,84.34,1300,4175,0.0225,11.8,671,captivity,tiny,acceptable,NA,NA,7.314,2300,312.35,"364,204,344,554,896,000,000,000,000,000",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,Herbivore,0,0,0,0,1,39.2,2148.5,384.1,1224.7,80,2422.48,3394.5,3174.315,305.955,calculated,1226.50635,1226.50635,0,0,0,0,0,0,100,0,Herbivore,2422.48
Lepus,townsendii,1264,2430,White&Seymour03PNAS,NA,NA,3.19,1555,3035.5,1.29,94.32,0.88,737,10.95,96,4.32,2.76,White-tailed jackrabbit,333,NA,39,27,4.3,2.8,NA,94.32,737,3035.5,NA,NA,,unknown,small,low,NA,NA,7.698,2523.2,311.35,"36,420,455,538,542,600",0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,,0,Herbivore,0,0,0,0,1,38.2,2620,98,1517,111.2,3371.64,2920,2678.725,321.005,calculated,1097.83525,1097.83525,0,0,0,0,0,0,100,0,Herbivore,1555
Ochotona,princeps,167,109,White&Seymour03PNAS,NA,NA,2.2,157.6,140.2,1,10.67,0.91,81.12,11.42,84,2.9,2.17,North American pika,347,NA,30,28,3,2.2,30,9,81.1,100,0.0376,7,671,captivity,small,acceptable,NA,NA,0.932,109,313.25,"364,204,344,554,895,000,000,000,000,000,000,000",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,0,0,40.1,109.3,11.1,169.4,25.1,157.63,2555,2210.83,404.61,calculated,1045.7507,1045.7507,0,0,0,0,0,0,100,0,Herbivore,157.63
Sylvilagus,audubonii,438,672.4,White&Seymour03PNAS,NA,NA,2.95,889.6,909.38,0.94,34.5,0.92,NA,5.39,NA,2.97,5,Audubon's cottontail rabbit,164,107,29,28,3,5,NA,34.5,NA,900,NA,7.8,671,captivity,small,acceptable,NA,NA,2.506,686.9,311.45,"36,420,455,610,671,600",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,38.3,703.8,97.7,514.4,181.4,880.88,2847,2784.8,119.2,calculated,926.792,926.792,0,0,0,0,0,0,100,0,Herbivore,889.63
Blarina,brevicauda,65.6,20.5,White&Seymour03PNAS,NA,NA,1.45,28,21.63,0.66,0.97,0.72,NA,2.21,33,5.73,3,Short-tailed shrew,46,65,17,23,6,3,NA,1.34,NA,21.6,0.188,2.2,671,captivity,small,acceptable,NA,NA,0.344,20.9,NA,"36,74,178,434,455,538,542,610,671,678,680,731,903,922,1143",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,38.3,19.8,2.2,53.9,4.9,18.56,903.375,839.375,64,PanTHERIA,307.41875,307.41875,0,40,0,30,0,0,30,0,Generalist,28
Blarina,carolinensis,33.7,10.2,White&Seymour03PNAS,NA,NA,1.13,13.5,9.25,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,36.8,10.2,NA,33.3,4.4,11.91,NA,NA,NA,no information,NA,339.884375,0,40,0,30,0,0,30,0,Generalist,13.5
Condylura,cristata,110.25,49,White et al06BiolLett,NA,NA,1.92,84,55.33,NA,NA,0.79,30,10,NA,4.42,1,Star-nosed mole,304,304,40,24,4.4,1,NA,1.5,30,55.3,NA,2.5,671,captivity,small,acceptable,NA,NA,0.615,49,310.85,"36,420,455,538,542,600,000,000,000",1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,37.7,49,NA,110.3,12.3,48.15,1003.75,739.59,344.16,calculated,558.6411,558.6411,0,80,0,20,0,0,0,0,Insectivore,84
Neurotrichus,gibbsii,46.492,11.8,White et al06BiolLett,NA,NA,0.95,8.9,10,NA,0.67,NA,NA,NA,NA,2.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,0,0,3,0,1,2,0,0,0,0,0,0,0,0,,0,Omnivore,0,1,0,0,0,38.4,11.9,1.1,46.7,0.5,9.56,NA,NA,NA,no information,NA,759.1857214,0,90,0,0,0,0,10,0,Insectivore,8.9
Scalopus,aquaticus,67.68,48,White et al06BiolLett,NA,NA,1.96,91.3,74.6,1.35,5.36,1.17,NA,10.27,36,3.61,1,Eastern aquatic mole,335,335,36,36,3,1,NA,5.355,NA,90,NA,NA,,unknown,small,low,NA,NA,0.378,48,309.15,"36,420,434,441,455,500,000,000,000",1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,,0,Omnivore,0,1,0,0,0,36,48,NA,67.7,11.4,87.15,2263,1965.965,375.025,calculated,945.15485,945.15485,0,100,0,0,0,0,0,0,Insectivore,91.26
Scapanus,latimanus,76.2,61,White&Seymour03PNAS,NA,NA,1.74,55,52,NA,NA,NA,NA,NA,NA,3.58,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,0,,0,Omnivore,0,1,0,0,0,NA,61,NA,76.3,2.1,62.46,1095,NA,NA,no information,NA,601.7602,0,100,0,0,0,0,0,0,Insectivore,55
Scapanus,orarius,64.1,61.2,White&Seymour03PNAS,NA,NA,1.79,61.2,76.9,1,NA,1,NA,10,NA,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,NA,61.2,NA,62.4,NA,62.13,1095,807.38,367.62,calculated,601.7602,601.7602,0,100,0,0,0,0,0,0,Insectivore,61.2
Scapanus,townsendii,108.9,130.1,White&Seymour03PNAS,NA,NA,2.15,141.7,118.8,1.17,5,1,65,10,NA,2.86,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,NA,130.1,34.3,106.4,17.8,141.7,NA,NA,NA,no information,NA,601.7602,0,100,0,0,0,0,0,0,Insectivore,141.7
Sorex,cinereus,31.5,3.5,White&Seymour03PNAS,NA,NA,0.67,4.7,4.26,0.64,0.28,0.75,3.5,5.05,21,6.22,NA,Cinereus shrew,154,NA,19,23,6.22,NA,NA,0.28,3.5,4.3,0.216,NA,,unknown,small,low,NA,NA,0.238,5.2,311.55,"36,420,455,538,542,600,000,000,000",1,1,0,0,0,0,1,3,3,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,38.4,4,0.3,34.8,1.5,4.2,699.5833334,570.5783334,166.115,calculated,331.5827167,331.5827167,0,70,0,30,0,0,0,0,Insectivore,4.66
Sorex,ornatus,52.3,9.7,White&Seymour03PNAS,NA,NA,0.7,5,5.57,0.7,0.5,NA,NA,12,18,5,1,Ornate shrew,365,NA,21,NA,5,1,NA,0.5,NA,5.6,NA,NA,,unknown,small,low,NA,NA,0.292,9.7,NA,"36,455,538,589,610",1,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,,1,Carnivore,0,1,0,0,0,NA,5,0.7,29,10.5,5.31,517.0833334,131.0833334,386,calculated,424.0141667,424.0141667,0,70,0,30,0,0,0,0,Insectivore,4.99
Sorex,vagrans,28.1,5.2,White&Seymour03PNAS,NA,NA,0.65,4.4,5.58,0.67,0.42,0.7,5.5,NA,18,5.25,2.5,Vagrant shrew,NA,NA,20,30,5,2.5,NA,0.5,5.5,7,0.159,NA,,unknown,small,low,NA,NA,0.157,5.2,311.15,"36,420,441,455,469,500,000,000,000,000",1,3,0,0,3,0,1,0,0,0,0,0,0,0,0,0,,0,Carnivore,0,1,0,0,0,38,5.2,0.1,19.7,1.8,5.99,760.4166667,363.1216667,437.425,calculated,542.7302833,542.7302833,0,70,0,30,0,0,0,0,Insectivore,5.9
Ammospermophilus,leucurus,93.88,95.7,White et al06BiolLett,88,87,2.02,103.7,97.5,1.04,3.36,2.2,60,12,70,8.61,1.33,White-tailed antelope squirrel,365,365,29,66,8,1.3,NA,3.21,35,105,0.0284,11.2,671,captivity,small,acceptable,NA,NA,0.511,94.1,310.65,"36,420,441,455,671,700",2,2,0,0,0,0,2,1,1,1,0,1,0,0,0,0,,1,Omnivore,0,0,1,1,0,37.5,88.5,10.7,113.4,16.3,103.92,3102.5,2754.32,406.56,calculated,1205.3128,1205.3128,20,20,0,10,0,0,30,20,Generalist,103.67
Aplodontia,rufa,277.2,630,White et al06BiolLett,NA,NA,3,1004,687,0.98,23.58,1.75,392.52,23.45,72,3.14,1,Mountain beaver,730,730,29,56,2.75,1,365,25.5,393,1125,0.0288,NA,,unknown,small,low,NA,NA,1.892,706.8,311.15,"364,204,344,414,555,000,000,000",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,0,Herbivore,0,0,0,0,0,38,630,NA,277.2,23,806.21,3650,2920,730,PanTHERIA,1576.8,1576.8,0,0,0,0,0,0,100,0,Herbivore,1003.99
Arborimus,longicaudus,58.86,21.8,White et al06BiolLett,NA,NA,1.34,21.8,23,1.15,2.57,1.01,21,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,1,2,1,0,,0,Herbivore,0,0,0,0,1,37.3,21.8,1.6,58.9,8.9,22.39,NA,NA,NA,no information,NA,589.3882991,0,0,0,0,0,0,100,0,Herbivore,21.8
Chaetodipus,baileyi,34.54,29.1,White et al06BiolLett,NA,NA,1.42,26.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,0,Omnivore,0,0,0,1,0,32.5,29.1,5.1,34.5,4.6,28.44,NA,NA,NA,no information,NA,987.63075,80,10,0,0,0,0,10,0,Granivore,26.35
Chaetodipus,californicus,21.34,22,White et al06BiolLett,NA,NA,1.34,22,25.5,0.83,1.75,0.76,11,3,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,2.2,Omnivore,0,0,0,1,0,38,22,NA,21.3,4.7,23.01,NA,NA,NA,no information,NA,987.63075,80,10,0,0,0,0,10,0,Granivore,22
Chaetodipus,fallax,26.852,19.6,White et al06BiolLett,NA,NA,1.27,18.7,18.7,0.84,NA,NA,NA,5.53,100,NA,1,San Diego pocket mouse,166,166,25,NA,3,1,NA,NA,NA,18.7,NA,8.3,671,captivity,small,acceptable,NA,NA,0.15,19.6,305.75,"36,420,434,455,610,600",2,0,0,0,0,0,2,1,1,0,0,0,2,0,0,0,,0,Omnivore,0,0,0,1,0,32.6,19.6,0.6,26.9,8.5,19.19,3029.5,2885.67,193.83,calculated,1030.6743,1030.6743,80,10,0,0,0,0,10,0,Granivore,18.7
Chaetodipus,formosus,NA,NA,NA,45.2,17.9,1.29,19.5,19.45,1,1,0.75,8,12,NA,5.53,1,Long-tailed pocket mouse,365,365,28,25,5,1,NA,1,8,19,NA,7.1,647,captivity,small,acceptable,NA,NA,0.103,15.1,NA,"36,441,455,573,647",2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,2.2,Omnivore,0,0,0,1,0,NA,15.1,6.1,18.4,7,20.02,2208.25,1858.68,405.57,calculated,944.5872,944.5872,80,10,0,0,0,0,10,0,Granivore,19.45
Chaetodipus,hispidus,49.375,39.5,White et al06BiolLett,NA,NA,1.51,32,35.25,NA,NA,NA,NA,NA,NA,4.9,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,0,Omnivore,0,0,0,1,0,36.8,34.1,4.7,46.5,1.7,37.24,NA,NA,NA,no information,NA,987.63075,80,10,0,0,0,0,10,0,Granivore,32
Chaetodipus,intermedius,17.865,14.95,White et al06BiolLett,NA,NA,1.22,16.5,16.5,NA,NA,0.8,NA,NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,2.2,Omnivore,0,0,0,1,0,36,16.9,4.2,21.8,4.5,14.94,NA,NA,NA,no information,NA,987.63075,80,10,0,0,0,0,10,0,Granivore,16.5
Chaetodipus,penicillatus,22.4,16,White&Seymour03PNAS,NA,NA,1.18,15,15.23,0.84,NA,0.75,NA,NA,NA,3.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,2,1,1,0,0,0,0,0,0,2,,2.2,Omnivore,0,0,0,1,0,NA,16.6,2.4,22.4,NA,15.57,NA,NA,NA,no information,NA,987.63075,80,10,0,0,0,0,10,0,Granivore,16.89
Dicrostonyx,groenlandicus,98.85,59.62,White et al06BiolLett,NA,NA,1.74,54.4,55.05,0.71,4.35,0.53,23,1.32,NA,3.27,2.5,Collared lemming,40,85,20,16,3.4,8.5,26,4.35,23,66,0.0402,3.3,434,unknown,medium,acceptable,NA,NA,0.459,56.8,311.55,"36,420,434,455,610,600,000",0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,1,,1,Herbivore,0,0,1,0,1,38.4,57.1,9.2,100.4,16.4,58.44,1204.5,1143,61.5,PanTHERIA,392.97,392.97,0,0,0,0,0,0,80,20,Herbivore,54.4
Dipodomys,agilis,63.63,60.6,White et al06BiolLett,NA,NA,1.76,57.8,60.57,NA,NA,NA,NA,NA,NA,2.55,1,Agile kangaroo rat,NA,NA,NA,NA,2.6,1,NA,NA,NA,61,NA,NA,,unknown,small,low,NA,NA,0.355,60.6,310.15,"36,420,455,520,538,600",3,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,,0,Herbivore,0,0,0,1,0,37,60.6,NA,63.6,10.5,60.21,NA,NA,NA,no information,NA,824.7267,30,20,0,0,0,0,30,20,Generalist,57.85
Dipodomys,deserti,92.22,106,White et al06BiolLett,NA,NA,2.02,104.5,112,1.01,3.04,0.67,38,NA,108,3.29,2.42,Desert kangaroo rat,NA,NA,30,20,3,3,NA,3.04,38,116,NA,8.6,671,captivity,small,acceptable,NA,NA,0.517,105.8,309.95,"36,420,434,455,538,600,000,000",1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,,1,Omnivore,0,1,1,1,1,36.8,128,16.2,88.4,33.5,107.63,3139,3118.37,81.13,calculated,985.4573,985.4573,30,20,0,0,0,0,30,20,Generalist,104.5
Dipodomys,heermanni,73.2,63.3,White&Seymour03PNAS,NA,NA,1.86,72,65,1.03,3.91,1.02,28.1,NA,NA,3.12,2,Heermann's kangaroo rat,NA,NA,31,31,3.1,2,NA,3.91,28.1,65,NA,8.3,671,captivity,small,acceptable,NA,NA,0.408,63.3,NA,"36,434,455,538,610,600,000",0,0,0,0,0,0,0,1,1,0,0,0,2,0,0,0,,0,Herbivore,0,0,0,1,0,NA,63.3,NA,73.2,NA,63.08,1952.75,1930.615,84.125,calculated,644.00335,644.00335,30,20,0,0,0,0,30,20,Generalist,72
Dipodomys,merriami,42.46,36.5,White et al06BiolLett,47.6,34.3,1.62,42,40,0.91,2.92,0.67,17.6,3.35,NA,2.3,1.63,Merriam's kangaroo rat,102,NA,28,20,2.3,1.6,54,2.92,17.6,42,0.0368,9.7,671,captivity,medium,acceptable,NA,NA,0.246,37.6,310.15,"36,420,434,455,610,600,000,000,000",1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,,1,Omnivore,0,1,1,1,1,37,37,3.4,44.4,11.6,37.91,2135.25,2038.25,97,PanTHERIA,688.0925,688.0925,30,20,0,0,0,0,30,20,Generalist,42
Dipodomys,microps,66.9,57.2,White et al06BiolLett,84.5,57.1,1.74,54.6,55.16,1.04,4,0.75,21,NA,NA,2.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,0,0,0,1,0,1,3,,0,Herbivore,0,0,0,1,1,35,54.2,7.7,59.7,13.6,56.26,NA,NA,NA,no information,NA,824.7267,30,20,0,0,0,0,30,20,Generalist,54.6
Dipodomys,nitratoides,46.1,37.8,White&Seymour03PNAS,NA,NA,1.64,43.9,35.5,1.13,3.18,0.89,20,2.9,NA,2.27,NA,Fresno kangaroo rat,88,NA,34,27,2.3,NA,NA,3.18,20,35.5,NA,NA,,unknown,small,low,NA,NA,0.204,37.8,NA,"36,434,455,610,671",3,0,0,0,0,0,3,1,1,0,0,0,3,0,0,0,,0,Herbivore,0,0,0,1,0,NA,37.8,NA,46.2,NA,41.59,NA,NA,NA,no information,NA,824.7267,30,20,0,0,0,0,30,20,Generalist,43.9
Dipodomys,ordii,64.21,46.8,White et al06BiolLett,NA,NA,1.78,60.4,54.5,0.99,NA,1.13,NA,2.59,118,3.3,2,Ord's kangaroo rat,61,NA,29,34,3,2,143,5,NA,57,NA,9.9,671,captivity,small,acceptable,NA,NA,0.339,47.8,307.75,"36,420,434,441,455,600,000,000",1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,,1,Omnivore,0,1,1,1,1,34.6,47.3,5.8,62.5,6.3,50.4,3595.25,3537.825,116.115,calculated,1142.08425,1142.08425,30,20,0,0,0,0,30,20,Generalist,60.4
Dipodomys,panamintinus,74.279,64.2,White et al06BiolLett,NA,NA,1.87,74.7,72.4,0.99,4.5,0.93,NA,1.34,NA,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,0,0,0,3,1,1,3,0,0,3,0,0,0,,0,Herbivore,0,0,0,1,0,36.9,62.5,4.3,70.7,10.9,73.67,NA,NA,NA,no information,NA,824.7267,30,20,0,0,0,0,30,20,Generalist,74.7
Geomys,pinetis,133.15,172.95,White et al06BiolLett,NA,NA,1.93,85,142.5,0.93,5.8,1,45,5.87,NA,1.86,1.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,,0,Herbivore,0,0,0,0,1,36.3,174.3,16.1,145.1,24.1,201.15,NA,NA,NA,no information,NA,1126.8755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Glaucomys,volans,67.46,64.25,White et al06BiolLett,NA,NA,1.81,63.9,65.38,1.32,3.49,1.75,44.6,10.84,170,3.17,1.33,Southern flying squirrel,210,NA,40,58,4,1.3,134,3.35,46.2,65.4,NA,19,671,captivity,medium,acceptable,NA,NA,0.414,67.4,312.15,"36,420,434,441,455,500,000,000,000",1,3,0,3,0,0,1,1,1,1,0,0,0,0,0,2,,0,Omnivore,0,1,1,1,0,39,64,6.1,64.2,5.4,71.9,5657.5,5361.615,375.375,calculated,1930.24335,1930.24335,40,0,0,0,0,0,30,30,Generalist,63.87
Liomys,irroratus,53.872,48.1,White et al06BiolLett,NA,NA,1.7,50,42.5,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,0,Herbivore,0,0,0,1,0,37,47.6,8.6,56,6.3,48.95,NA,NA,NA,no information,NA,873.5194667,50,0,0,0,0,0,50,0,Generalist,50
Marmota,flaviventris,1546.2,4295,White et al06BiolLett,2430,3190,3.53,3350,2930,1,33.8,0.89,478.83,26.83,NA,4.4,0.94,Yellow-bellied marmot,730,730,30,33,4,0.9,458,33.8,479,3500,NA,21.2,671,captivity,tiny,acceptable,NA,NA,8.626,4295,309.65,"364,204,344,556,106,000,000,000,000",0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,,0,Herbivore,0,0,0,0,1,36.5,3706.5,833.1,1269.9,77.5,3709.73,5329,4599,730,PanTHERIA,2063.71,2063.71,30,0,0,0,0,0,40,30,Generalist,3349.96
